scenario,mode,frame,device,cpu_ms,gpu_ms,readback_cpu_ms,gpu_main_cull_ms,gpu_main_raster_ms,gpu_hzb_ms,gpu_post_cull_ms,gpu_post_raster_ms,gpu_bytes,draw_calls,gpu_bins,gpu_visible,gpu_frustum_rejected,gpu_deferred,gpu_post_visible,lod0,lod1,lod2,lod3,hzb_valid,gpu_visibility_active,visibility_diagnostics,visibility_counters_valid,validation_errors
frustum,direct,0,"NVIDIA GeForce RTX 2080 Ti",67.4901,0.233888,0.041528,0,0.192736,0,0,0,7811584,416,0,0,0,0,0,1024,0,0,0,0,0,1,0,0
frustum,direct,1,"NVIDIA GeForce RTX 2080 Ti",73.2334,0.236128,0.065003,0,0.19456,0,0,0,7811584,416,0,0,0,0,0,1024,0,0,0,0,0,1,0,0
frustum,direct,2,"NVIDIA GeForce RTX 2080 Ti",69.5331,0.235712,0.044323,0,0.193408,0,0,0,7811584,416,0,0,0,0,0,1024,0,0,0,0,0,1,0,0
frustum,direct,3,"NVIDIA GeForce RTX 2080 Ti",74.6512,0.233472,0.058621,0,0.19216,0,0,0,7811584,416,0,0,0,0,0,1024,0,0,0,0,0,1,0,0
frustum,direct,4,"NVIDIA GeForce RTX 2080 Ti",72.2372,0.236096,0.07457,0,0.193504,0,0,0,7811584,416,0,0,0,0,0,1024,0,0,0,0,0,1,0,0
frustum,direct,5,"NVIDIA GeForce RTX 2080 Ti",94.5613,0.235392,0.055555,0,0.194336,0,0,0,7811584,416,0,0,0,0,0,1024,0,0,0,0,0,1,0,0
frustum,direct,6,"NVIDIA GeForce RTX 2080 Ti",62.8423,0.234208,0.070744,0,0.192512,0,0,0,7811584,416,0,0,0,0,0,1024,0,0,0,0,0,1,0,0
frustum,direct,7,"NVIDIA GeForce RTX 2080 Ti",70.1894,0.235104,0.032421,0,0.194528,0,0,0,7811584,416,0,0,0,0,0,1024,0,0,0,0,0,1,0,0
frustum,direct,8,"NVIDIA GeForce RTX 2080 Ti",66.8636,0.234208,0.05304,0,0.192576,0,0,0,7811584,416,0,0,0,0,0,1024,0,0,0,0,0,1,0,0
frustum,direct,9,"NVIDIA GeForce RTX 2080 Ti",87.9378,0.250592,0.043272,0,0.202144,0,0,0,7811584,416,0,0,0,0,0,1024,0,0,0,0,0,1,0,0
frustum,direct,10,"NVIDIA GeForce RTX 2080 Ti",68.1154,0.234464,0.041759,0,0.192864,0,0,0,7811584,416,0,0,0,0,0,1024,0,0,0,0,0,1,0,0
frustum,direct,11,"NVIDIA GeForce RTX 2080 Ti",67.8036,0.234528,0.042269,0,0.193888,0,0,0,7811584,416,0,0,0,0,0,1024,0,0,0,0,0,1,0,0
frustum,direct,12,"NVIDIA GeForce RTX 2080 Ti",66.4518,0.234944,0.07953,0,0.192416,0,0,0,7811584,416,0,0,0,0,0,1024,0,0,0,0,0,1,0,0
frustum,direct,13,"NVIDIA GeForce RTX 2080 Ti",56.6188,0.234624,0.035937,0,0.194144,0,0,0,7811584,416,0,0,0,0,0,1024,0,0,0,0,0,1,0,0
frustum,direct,14,"NVIDIA GeForce RTX 2080 Ti",69.0979,0.360512,0.06902,0,0.317376,0,0,0,7811584,416,0,0,0,0,0,1024,0,0,0,0,0,1,0,0
frustum,direct,15,"NVIDIA GeForce RTX 2080 Ti",67.6927,0.235616,0.055435,0,0.192512,0,0,0,7811584,416,0,0,0,0,0,1024,0,0,0,0,0,1,0,0
frustum,direct,16,"NVIDIA GeForce RTX 2080 Ti",63.5543,0.232544,0.046898,0,0.191808,0,0,0,7811584,416,0,0,0,0,0,1024,0,0,0,0,0,1,0,0
