scenario,mode,frame,device,cpu_ms,gpu_ms,readback_cpu_ms,gpu_main_cull_ms,gpu_main_raster_ms,gpu_hzb_ms,gpu_post_cull_ms,gpu_post_raster_ms,gpu_bytes,draw_calls,gpu_bins,gpu_visible,gpu_frustum_rejected,gpu_deferred,gpu_post_visible,lod0,lod1,lod2,lod3,hzb_valid,gpu_visibility_active,visibility_diagnostics,visibility_counters_valid,validation_errors
frustum,direct,0,"NVIDIA GeForce RTX 2080 Ti",74.0692,0.240032,0.035046,0,0.19456,0,0,0,7811584,416,0,0,0,0,0,1024,0,0,0,0,0,1,0,0
frustum,direct,1,"NVIDIA GeForce RTX 2080 Ti",67.3058,0.240576,0.054443,0,0.19456,0,0,0,7811584,416,0,0,0,0,0,1024,0,0,0,0,0,1,0,0
frustum,direct,2,"NVIDIA GeForce RTX 2080 Ti",66.7667,0.239456,0.04795,0,0.19456,0,0,0,7811584,416,0,0,0,0,0,1024,0,0,0,0,0,1,0,0
frustum,direct,3,"NVIDIA GeForce RTX 2080 Ti",69.6725,0.240128,0.043583,0,0.19488,0,0,0,7811584,416,0,0,0,0,0,1024,0,0,0,0,0,1,0,0
frustum,direct,4,"NVIDIA GeForce RTX 2080 Ti",66.9348,0.239392,0.038142,0,0.19456,0,0,0,7811584,416,0,0,0,0,0,1024,0,0,0,0,0,1,0,0
frustum,direct,5,"NVIDIA GeForce RTX 2080 Ti",68.7339,0.240832,0.05866,0,0.195872,0,0,0,7811584,416,0,0,0,0,0,1024,0,0,0,0,0,1,0,0
frustum,direct,6,"NVIDIA GeForce RTX 2080 Ti",73.6867,0.240288,0.040356,0,0.194688,0,0,0,7811584,416,0,0,0,0,0,1024,0,0,0,0,0,1,0,0
frustum,direct,7,"NVIDIA GeForce RTX 2080 Ti",74.0007,0.23872,0.050455,0,0.193184,0,0,0,7811584,416,0,0,0,0,0,1024,0,0,0,0,0,1,0,0
frustum,direct,8,"NVIDIA GeForce RTX 2080 Ti",73.1515,0.238496,0.047429,0,0.192864,0,0,0,7811584,416,0,0,0,0,0,1024,0,0,0,0,0,1,0,0
frustum,direct,9,"NVIDIA GeForce RTX 2080 Ti",76.679,0.241024,0.043853,0,0.195104,0,0,0,7811584,416,0,0,0,0,0,1024,0,0,0,0,0,1,0,0
frustum,direct,10,"NVIDIA GeForce RTX 2080 Ti",66.3907,0.240256,0.050755,0,0.195712,0,0,0,7811584,416,0,0,0,0,0,1024,0,0,0,0,0,1,0,0
frustum,direct,11,"NVIDIA GeForce RTX 2080 Ti",87.0981,0.240992,0.06356,0,0.195104,0,0,0,7811584,416,0,0,0,0,0,1024,0,0,0,0,0,1,0,0
frustum,direct,12,"NVIDIA GeForce RTX 2080 Ti",90.8851,0.239744,0.083237,0,0.194208,0,0,0,7811584,416,0,0,0,0,0,1024,0,0,0,0,0,1,0,0
frustum,direct,13,"NVIDIA GeForce RTX 2080 Ti",78.9936,0.378144,0.045476,0,0.329792,0,0,0,7811584,416,0,0,0,0,0,1024,0,0,0,0,0,1,0,0
frustum,direct,14,"NVIDIA GeForce RTX 2080 Ti",77.1545,0.239072,0.056967,0,0.194336,0,0,0,7811584,416,0,0,0,0,0,1024,0,0,0,0,0,1,0,0
frustum,direct,15,"NVIDIA GeForce RTX 2080 Ti",69.9802,0.24064,0.046418,0,0.195968,0,0,0,7811584,416,0,0,0,0,0,1024,0,0,0,0,0,1,0,0
frustum,direct,16,"NVIDIA GeForce RTX 2080 Ti",67.8533,0.241856,0.03711,0,0.197216,0,0,0,7811584,416,0,0,0,0,0,1024,0,0,0,0,0,1,0,0
frustum,direct,17,"NVIDIA GeForce RTX 2080 Ti",68.5841,0.240544,0.049193,0,0.195168,0,0,0,7811584,416,0,0,0,0,0,1024,0,0,0,0,0,1,0,0
frustum,direct,18,"NVIDIA GeForce RTX 2080 Ti",63.6544,0.241376,0.048983,0,0.194912,0,0,0,7811584,416,0,0,0,0,0,1024,0,0,0,0,0,1,0,0
frustum,direct,19,"NVIDIA GeForce RTX 2080 Ti",73.707,0.23856,0.037321,0,0.194368,0,0,0,7811584,416,0,0,0,0,0,1024,0,0,0,0,0,1,0,0
frustum,direct,20,"NVIDIA GeForce RTX 2080 Ti",71.3519,0.370848,0.044955,0,0.323584,0,0,0,7811584,416,0,0,0,0,0,1024,0,0,0,0,0,1,0,0
frustum,direct,21,"NVIDIA GeForce RTX 2080 Ti",67.7002,0.238656,0.054913,0,0.19456,0,0,0,7811584,416,0,0,0,0,0,1024,0,0,0,0,0,1,0,0
frustum,direct,22,"NVIDIA GeForce RTX 2080 Ti",72.1913,0.238528,0.033714,0,0.192896,0,0,0,7811584,416,0,0,0,0,0,1024,0,0,0,0,0,1,0,0
frustum,direct,23,"NVIDIA GeForce RTX 2080 Ti",70.2099,0.23904,0.043873,0,0.193888,0,0,0,7811584,416,0,0,0,0,0,1024,0,0,0,0,0,1,0,0
frustum,direct,24,"NVIDIA GeForce RTX 2080 Ti",72.6693,0.240576,0.051457,0,0.19616,0,0,0,7811584,416,0,0,0,0,0,1024,0,0,0,0,0,1,0,0
frustum,direct,25,"NVIDIA GeForce RTX 2080 Ti",68.3818,0.2368,0.045456,0,0.192256,0,0,0,7811584,416,0,0,0,0,0,1024,0,0,0,0,0,1,0,0
frustum,direct,26,"NVIDIA GeForce RTX 2080 Ti",89.9903,0.238624,0.044664,0,0.194432,0,0,0,7811584,416,0,0,0,0,0,1024,0,0,0,0,0,1,0,0
frustum,direct,27,"NVIDIA GeForce RTX 2080 Ti",89.151,0.238528,0.055715,0,0.19456,0,0,0,7811584,416,0,0,0,0,0,1024,0,0,0,0,0,1,0,0
frustum,direct,28,"NVIDIA GeForce RTX 2080 Ti",68.6403,0.240832,0.066766,0,0.195584,0,0,0,7811584,416,0,0,0,0,0,1024,0,0,0,0,0,1,0,0
frustum,direct,29,"NVIDIA GeForce RTX 2080 Ti",79.7181,0.264736,0.044183,0,0.197184,0,0,0,7811584,416,0,0,0,0,0,1024,0,0,0,0,0,1,0,0
frustum,gpu_frustum,0,"NVIDIA GeForce RTX 2080 Ti",13.8567,3.59251,0.052358,3.50557,0.043136,0,0,0,5417504,1,1,416,608,0,0,1024,0,0,0,0,1,1,1,0
frustum,gpu_frustum,1,"NVIDIA GeForce RTX 2080 Ti",13.6739,3.61104,0.055554,3.52506,0.041568,0,0,0,5417504,1,1,416,608,0,0,1024,0,0,0,0,1,1,1,0
frustum,gpu_frustum,2,"NVIDIA GeForce RTX 2080 Ti",15.9272,4.53514,0.04777,4.46058,0.029472,0,0,0,5417504,1,1,416,608,0,0,1024,0,0,0,0,1,1,1,0
frustum,gpu_frustum,3,"NVIDIA GeForce RTX 2080 Ti",24.2343,4.17952,0.081233,4.10822,0.028736,0,0,0,5417504,1,1,416,608,0,0,1024,0,0,0,0,1,1,1,0
frustum,gpu_frustum,4,"NVIDIA GeForce RTX 2080 Ti",15.6138,4.90038,0.045967,4.82803,0.02912,0,0,0,5417504,1,1,416,608,0,0,1024,0,0,0,0,1,1,1,0
frustum,gpu_frustum,5,"NVIDIA GeForce RTX 2080 Ti",15.5077,3.71494,0.062328,3.64602,0.025792,0,0,0,5417504,1,1,416,608,0,0,1024,0,0,0,0,1,1,1,0
frustum,gpu_frustum,6,"NVIDIA GeForce RTX 2080 Ti",15.9432,4.05062,0.064783,3.97859,0.027872,0,0,0,5417504,1,1,416,608,0,0,1024,0,0,0,0,1,1,1,0
frustum,gpu_frustum,7,"NVIDIA GeForce RTX 2080 Ti",20.4135,3.59376,0.052539,3.49229,0.057088,0,0,0,5417504,1,1,416,608,0,0,1024,0,0,0,0,1,1,1,0
frustum,gpu_frustum,8,"NVIDIA GeForce RTX 2080 Ti",15.6531,4.21523,0.05289,4.14458,0.027328,0,0,0,5417504,1,1,416,608,0,0,1024,0,0,0,0,1,1,1,0
frustum,gpu_frustum,9,"NVIDIA GeForce RTX 2080 Ti",15.2208,3.7824,0.060183,3.69629,0.04336,0,0,0,5417504,1,1,416,608,0,0,1024,0,0,0,0,1,1,1,0
frustum,gpu_frustum,10,"NVIDIA GeForce RTX 2080 Ti",13.0337,3.9097,0.034144,3.83936,0.027264,0,0,0,5417504,1,1,416,608,0,0,1024,0,0,0,0,1,1,1,0
frustum,gpu_frustum,11,"NVIDIA GeForce RTX 2080 Ti",11.8926,4.15763,0.052129,4.08659,0.02784,0,0,0,5417504,1,1,416,608,0,0,1024,0,0,0,0,1,1,1,0
