scenario,mode,frame,device,cpu_ms,gpu_ms,readback_cpu_ms,gpu_main_cull_ms,gpu_main_raster_ms,gpu_hzb_ms,gpu_post_cull_ms,gpu_post_raster_ms,gpu_bytes,draw_calls,gpu_bins,gpu_visible,gpu_frustum_rejected,gpu_deferred,gpu_post_visible,lod0,lod1,lod2,lod3,hzb_valid,gpu_visibility_active,visibility_diagnostics,visibility_counters_valid,validation_errors
frustum,direct,0,"NVIDIA GeForce RTX 2080 Ti",64.7369,0.2504,0.054402,0,0.192576,0,0,0,7811584,416,0,0,0,0,0,1024,0,0,0,0,0,1,0,0
frustum,direct,1,"NVIDIA GeForce RTX 2080 Ti",63.368,0.23456,0.038002,0,0.19312,0,0,0,7811584,416,0,0,0,0,0,1024,0,0,0,0,0,1,0,0
frustum,direct,2,"NVIDIA GeForce RTX 2080 Ti",68.7446,0.234496,0.048792,0,0.193888,0,0,0,7811584,416,0,0,0,0,0,1024,0,0,0,0,0,1,0,0
frustum,direct,3,"NVIDIA GeForce RTX 2080 Ti",88.6936,0.235552,0.076023,0,0.193248,0,0,0,7811584,416,0,0,0,0,0,1024,0,0,0,0,0,1,0,0
frustum,direct,4,"NVIDIA GeForce RTX 2080 Ti",83.385,0.23472,0.046698,0,0.193344,0,0,0,7811584,416,0,0,0,0,0,1024,0,0,0,0,0,1,0,0
frustum,direct,5,"NVIDIA GeForce RTX 2080 Ti",94.1805,0.232992,0.048552,0,0.192128,0,0,0,7811584,416,0,0,0,0,0,1024,0,0,0,0,0,1,0,0
frustum,direct,6,"NVIDIA GeForce RTX 2080 Ti",93.3547,0.234208,0.07407,0,0.192512,0,0,0,7811584,416,0,0,0,0,0,1024,0,0,0,0,0,1,0,0
frustum,direct,7,"NVIDIA GeForce RTX 2080 Ti",88.7156,0.234656,0.036709,0,0.19456,0,0,0,7811584,416,0,0,0,0,0,1024,0,0,0,0,0,1,0,0
frustum,direct,8,"NVIDIA GeForce RTX 2080 Ti",71.2425,0.234592,0.063289,0,0.192288,0,0,0,7811584,416,0,0,0,0,0,1024,0,0,0,0,0,1,0,0
frustum,direct,9,"NVIDIA GeForce RTX 2080 Ti",65.5611,0.273152,0.065132,0,0.194656,0,0,0,7811584,416,0,0,0,0,0,1024,0,0,0,0,0,1,0,0
frustum,direct,10,"NVIDIA GeForce RTX 2080 Ti",70.6167,0.236032,0.082916,0,0.194816,0,0,0,7811584,416,0,0,0,0,0,1024,0,0,0,0,0,1,0,0
frustum,direct,11,"NVIDIA GeForce RTX 2080 Ti",70.9857,0.35568,0.059061,0,0.313472,0,0,0,7811584,416,0,0,0,0,0,1024,0,0,0,0,0,1,0,0
frustum,direct,12,"NVIDIA GeForce RTX 2080 Ti",62.9898,0.235488,0.057709,0,0.194464,0,0,0,7811584,416,0,0,0,0,0,1024,0,0,0,0,0,1,0,0
frustum,direct,13,"NVIDIA GeForce RTX 2080 Ti",62.7431,0.233824,0.050105,0,0.193664,0,0,0,7811584,416,0,0,0,0,0,1024,0,0,0,0,0,1,0,0
frustum,direct,14,"NVIDIA GeForce RTX 2080 Ti",66.6032,0.234464,0.045456,0,0.194144,0,0,0,7811584,416,0,0,0,0,0,1024,0,0,0,0,0,1,0,0
frustum,direct,15,"NVIDIA GeForce RTX 2080 Ti",63.6998,0.235424,0.044263,0,0.19472,0,0,0,7811584,416,0,0,0,0,0,1024,0,0,0,0,0,1,0,0
frustum,direct,16,"NVIDIA GeForce RTX 2080 Ti",67.3859,0.237984,0.0428,0,0.19344,0,0,0,7811584,416,0,0,0,0,0,1024,0,0,0,0,0,1,0,0
frustum,direct,17,"NVIDIA GeForce RTX 2080 Ti",74.4489,0.234112,0.064631,0,0.192448,0,0,0,7811584,416,0,0,0,0,0,1024,0,0,0,0,0,1,0,0
frustum,direct,18,"NVIDIA GeForce RTX 2080 Ti",63.6063,0.235392,0.07947,0,0.193984,0,0,0,7811584,416,0,0,0,0,0,1024,0,0,0,0,0,1,0,0
frustum,direct,19,"NVIDIA GeForce RTX 2080 Ti",64.6958,0.233888,0.045556,0,0.193152,0,0,0,7811584,416,0,0,0,0,0,1024,0,0,0,0,0,1,0,0
frustum,direct,20,"NVIDIA GeForce RTX 2080 Ti",73.6784,0.23456,0.050055,0,0.193888,0,0,0,7811584,416,0,0,0,0,0,1024,0,0,0,0,0,1,0,0
frustum,direct,21,"NVIDIA GeForce RTX 2080 Ti",74.9121,0.236288,0.055936,0,0.195008,0,0,0,7811584,416,0,0,0,0,0,1024,0,0,0,0,0,1,0,0
frustum,direct,22,"NVIDIA GeForce RTX 2080 Ti",73.1098,0.235808,0.040657,0,0.194688,0,0,0,7811584,416,0,0,0,0,0,1024,0,0,0,0,0,1,0,0
frustum,direct,23,"NVIDIA GeForce RTX 2080 Ti",77.3535,0.233856,0.075092,0,0.192608,0,0,0,7811584,416,0,0,0,0,0,1024,0,0,0,0,0,1,0,0
frustum,direct,24,"NVIDIA GeForce RTX 2080 Ti",79.1919,0.235392,0.055315,0,0.194272,0,0,0,7811584,416,0,0,0,0,0,1024,0,0,0,0,0,1,0,0
frustum,direct,25,"NVIDIA GeForce RTX 2080 Ti",62.4817,0.26864,0.049633,0,0.19456,0,0,0,7811584,416,0,0,0,0,0,1024,0,0,0,0,0,1,0,0
frustum,direct,26,"NVIDIA GeForce RTX 2080 Ti",99.6139,0.234144,0.046428,0,0.193664,0,0,0,7811584,416,0,0,0,0,0,1024,0,0,0,0,0,1,0,0
frustum,direct,27,"NVIDIA GeForce RTX 2080 Ti",82.3882,0.233664,0.054944,0,0.192544,0,0,0,7811584,416,0,0,0,0,0,1024,0,0,0,0,0,1,0,0
frustum,direct,28,"NVIDIA GeForce RTX 2080 Ti",78.9223,0.233568,0.047109,0,0.19232,0,0,0,7811584,416,0,0,0,0,0,1024,0,0,0,0,0,1,0,0
frustum,direct,29,"NVIDIA GeForce RTX 2080 Ti",69.8094,0.247936,0.055374,0,0.196032,0,0,0,7811584,416,0,0,0,0,0,1024,0,0,0,0,0,1,0,0
frustum,gpu_frustum,0,"NVIDIA GeForce RTX 2080 Ti",11.3878,0.22704,0.052209,0.132672,0.027072,0,0,0,5417552,1,1,416,608,0,0,1024,0,0,0,0,1,1,1,0
frustum,gpu_frustum,1,"NVIDIA GeForce RTX 2080 Ti",10.0089,0.227232,0.043762,0.131904,0.028096,0,0,0,5417552,1,1,416,608,0,0,1024,0,0,0,0,1,1,1,0
frustum,gpu_frustum,2,"NVIDIA GeForce RTX 2080 Ti",8.79895,0.227136,0.061266,0.132896,0.026848,0,0,0,5417552,1,1,416,608,0,0,1024,0,0,0,0,1,1,1,0
