light_count,shadows,visibility,effective_visibility,lighting_path,build_configuration,run_index,frame,device,driver,commit,width,height,validation_enabled,validation_errors,submitted_local_lights,omitted_local_lights,requested_local_shadow_faces,rendered_local_shadow_faces,dropped_shadow_faces,shadow_atlas_full_drops,shadow_tiles,draw_calls,gpu_bytes,gpu_main_raster_ms,gpu_post_raster_ms,gpu_post_visible,visibility_counters_valid,gpu_sun_shadow_ms,gpu_local_shadow_ms,gpu_shadow_ms,gpu_ms,cpu_ms,readback_cpu_ms
0,off,direct,direct,forward,Release,2,0,"NVIDIA GeForce RTX 2080 Ti","NVIDIA-595.84","029ccb181a7a6352856df564cc98815a34397388",1920,1080,0,0,0,0,0,0,0,0,0,10,59570256,0.032736,0.000000,0,0,0.000000,0.000000,0.000000,1.584160,2.867720,0.840325
0,off,direct,direct,forward,Release,2,1,"NVIDIA GeForce RTX 2080 Ti","NVIDIA-595.84","029ccb181a7a6352856df564cc98815a34397388",1920,1080,0,0,0,0,0,0,0,0,0,10,59570256,0.032832,0.000000,0,0,0.000000,0.000000,0.000000,1.805888,3.253907,0.960813
0,off,direct,direct,forward,Release,2,2,"NVIDIA GeForce RTX 2080 Ti","NVIDIA-595.84","029ccb181a7a6352856df564cc98815a34397388",1920,1080,0,0,0,0,0,0,0,0,0,10,59570256,0.032768,0.000000,0,0,0.000000,0.000000,0.000000,1.845376,3.075742,0.793657
0,off,direct,direct,forward,Release,2,3,"NVIDIA GeForce RTX 2080 Ti","NVIDIA-595.84","029ccb181a7a6352856df564cc98815a34397388",1920,1080,0,0,0,0,0,0,0,0,0,10,59570256,0.032736,0.000000,0,0,0.000000,0.000000,0.000000,1.824128,3.155572,0.864982
0,off,direct,direct,forward,Release,2,4,"NVIDIA GeForce RTX 2080 Ti","NVIDIA-595.84","029ccb181a7a6352856df564cc98815a34397388",1920,1080,0,0,0,0,0,0,0,0,0,10,59570256,0.032576,0.000000,0,0,0.000000,0.000000,0.000000,1.855328,3.101561,0.814517
0,off,direct,direct,forward,Release,2,5,"NVIDIA GeForce RTX 2080 Ti","NVIDIA-595.84","029ccb181a7a6352856df564cc98815a34397388",1920,1080,0,0,0,0,0,0,0,0,0,10,59570256,0.032480,0.000000,0,0,0.000000,0.000000,0.000000,1.263808,2.462415,0.846517
0,off,direct,direct,forward,Release,2,6,"NVIDIA GeForce RTX 2080 Ti","NVIDIA-595.84","029ccb181a7a6352856df564cc98815a34397388",1920,1080,0,0,0,0,0,0,0,0,0,10,59570256,0.032224,0.000000,0,0,0.000000,0.000000,0.000000,1.254976,2.548307,0.775873
0,off,direct,direct,forward,Release,2,7,"NVIDIA GeForce RTX 2080 Ti","NVIDIA-595.84","029ccb181a7a6352856df564cc98815a34397388",1920,1080,0,0,0,0,0,0,0,0,0,10,59570256,0.032064,0.000000,0,0,0.000000,0.000000,0.000000,1.426656,2.595456,0.842510
0,off,direct,direct,forward,Release,2,8,"NVIDIA GeForce RTX 2080 Ti","NVIDIA-595.84","029ccb181a7a6352856df564cc98815a34397388",1920,1080,0,0,0,0,0,0,0,0,0,10,59570256,0.031392,0.000000,0,0,0.000000,0.000000,0.000000,1.522656,2.769304,0.853209
0,off,direct,direct,forward,Release,2,9,"NVIDIA GeForce RTX 2080 Ti","NVIDIA-595.84","029ccb181a7a6352856df564cc98815a34397388",1920,1080,0,0,0,0,0,0,0,0,0,10,59570256,0.032896,0.000000,0,0,0.000000,0.000000,0.000000,1.569568,2.982446,0.853680
0,off,direct,direct,forward,Release,2,10,"NVIDIA GeForce RTX 2080 Ti","NVIDIA-595.84","029ccb181a7a6352856df564cc98815a34397388",1920,1080,0,0,0,0,0,0,0,0,0,10,59570256,0.031168,0.000000,0,0,0.000000,0.000000,0.000000,1.493568,2.880524,0.852248
0,off,direct,direct,forward,Release,2,11,"NVIDIA GeForce RTX 2080 Ti","NVIDIA-595.84","029ccb181a7a6352856df564cc98815a34397388",1920,1080,0,0,0,0,0,0,0,0,0,10,59570256,0.031712,0.000000,0,0,0.000000,0.000000,0.000000,1.420640,2.915991,1.027718
0,off,direct,direct,forward,Release,2,12,"NVIDIA GeForce RTX 2080 Ti","NVIDIA-595.84","029ccb181a7a6352856df564cc98815a34397388",1920,1080,0,0,0,0,0,0,0,0,0,10,59570256,0.031680,0.000000,0,0,0.000000,0.000000,0.000000,1.775264,3.080250,0.863469
